step,rollout/ep_rew_mean,train/entropy_loss,entropy,algorithm,condition,safety,seed,experiment,run_id
56216,-254.39681950584563,-2.8176920996494115,2.8176920996494115,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
58222,-256.1792412107709,-2.814043842359033,2.814043842359033,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
60228,-256.31998979886686,-2.8054400429780655,2.8054400429780655,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
62234,-250.48186868324743,-2.798060090175747,2.798060090175747,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
64240,-251.36883435039817,-2.7925883357881935,2.7925883357881935,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
66247,-242.25568942626248,-2.7921241963097767,2.7921241963097767,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
68253,-240.72924321871906,-2.785660760290753,2.785660760290753,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
70259,-240.26956677233815,-2.7936537556871066,2.7936537556871066,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
72265,-242.4102457881045,-2.7834532611758878,2.7834532611758878,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
74272,-240.2897057527725,-2.779950184615573,2.779950184615573,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
76278,-241.5147088056104,-2.7749882739935456,2.7749882739935456,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
78284,-240.8559201572604,-2.783416754245213,2.783416754245213,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
80290,-235.2582590952494,-2.7817400008832944,2.7817400008832944,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
82296,-236.34131688725085,-2.7850941816323798,2.7850941816323798,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
84303,-234.84640727041239,-2.7727353139676123,2.7727353139676123,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
86309,-237.0272180159343,-2.772223418629245,2.772223418629245,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
88315,-237.52557187904242,-2.7745376378961626,2.7745376378961626,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
90321,-235.2466061905485,-2.7720447144540485,2.7720447144540485,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
92328,-236.982311984578,-2.773665484383754,2.773665484383754,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
94334,-235.4028584775989,-2.7683002358769624,2.7683002358769624,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
96340,-235.79663549118328,-2.769599070165883,2.769599070165883,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
98346,-237.32623115001982,-2.7701066355052597,2.7701066355052597,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
100353,-238.62427524328473,-2.759554437336829,2.759554437336829,FP3O,Blind,True,seed_2,FP3O_Blind_Coupled_Safety_True,40
2048,-231.806095652928,-3.0072358305144578,3.0072358305144578,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
4054,-237.18410929268546,-2.992653136693994,2.992653136693994,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
6060,-240.5350974418956,-2.995583902352953,2.995583902352953,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
8066,-241.96709152798152,-3.0153010397258595,3.0153010397258595,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
10072,-250.3930333765846,-2.989233490147223,2.989233490147223,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
12079,-253.78698811841076,-2.966136451651694,2.966136451651694,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
14085,-256.68799556220876,-2.9655817584748267,2.9655817584748267,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
16091,-256.91073537258393,-2.959193002089505,2.959193002089505,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
18097,-251.56991163579195,-2.9677856819630124,2.9677856819630124,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
20104,-244.91253145887345,-2.957810996080428,2.957810996080428,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
22110,-230.22865746257256,-2.936198610916413,2.936198610916413,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
24116,-234.54538493527963,-2.928578298079619,2.928578298079619,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
26122,-224.44414428383647,-2.927487658515438,2.927487658515438,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
28128,-223.25341906837096,-2.922074592927507,2.922074592927507,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
30135,-220.43093034238,-2.9127333104228534,2.9127333104228534,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
32141,-212.79335358813194,-2.9104777599220637,2.9104777599220637,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
34147,-216.74661404139118,-2.908856351984205,2.908856351984205,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
36153,-209.82449924362854,-2.9090383783166494,2.9090383783166494,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
38160,-204.55197291266947,-2.899998707360342,2.899998707360342,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
40166,-197.3896032347663,-2.882342689270444,2.882342689270444,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
42172,-191.7830345775505,-2.869945157342859,2.869945157342859,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
44178,-174.06289939734677,-2.8700450128796144,2.8700450128796144,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
46184,-176.08721006092978,-2.847949177846087,2.847949177846087,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
48191,-176.05924537398735,-2.8408048097250607,2.8408048097250607,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
50197,-175.48632767238854,-2.826305441201649,2.826305441201649,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
52203,-173.6617912576446,-2.8176066241637203,2.8176066241637203,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
54209,-171.65668654374326,-2.8218415591226784,2.8218415591226784,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
56216,-160.02900300151595,-2.8143821706038343,2.8143821706038343,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
58222,-148.938997978508,-2.8061348802642185,2.8061348802642185,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
60228,-148.98335526807983,-2.7858114674839056,2.7858114674839056,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
62234,-149.51937607464077,-2.786967357647128,2.786967357647128,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
64240,-143.38033914895846,-2.7865262385843024,2.7865262385843024,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
66247,-142.50453486418434,-2.7983501015818635,2.7983501015818635,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
68253,-136.22556300559532,-2.787405448025841,2.787405448025841,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
70259,-132.6725860668474,-2.7819180316205663,2.7819180316205663,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
72265,-136.34993109378635,-2.777044617549324,2.777044617549324,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
74272,-126.96755659779295,-2.78221616501754,2.78221616501754,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
76278,-118.58763764776724,-2.773968289496268,2.773968289496268,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
78284,-120.52475448633336,-2.769176782870408,2.769176782870408,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
80290,-120.9740657968018,-2.766794593076356,2.766794593076356,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
82296,-118.91462245980655,-2.7616349823221378,2.7616349823221378,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
84303,-117.04740999318534,-2.753224873414598,2.753224873414598,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
86309,-114.609333341297,-2.749483375417882,2.749483375417882,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
88315,-109.23795222724249,-2.75031544037086,2.75031544037086,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
90321,-110.76289353609766,-2.740494901890637,2.740494901890637,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
92328,-113.13652495170835,-2.737386940639663,2.737386940639663,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
94334,-115.65137718830292,-2.7314392045547855,2.7314392045547855,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
96340,-115.8382771872516,-2.7323423800391202,2.7323423800391202,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
98346,-114.61896983887426,-2.7255126505798453,2.7255126505798453,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
100353,-113.15828253840525,-2.723601534313531,2.723601534313531,FP3O,Blind,True,seed_3,FP3O_Blind_Coupled_Safety_True,40
2048,-240.9808228446706,-3.0264062198421646,3.0264062198421646,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
4054,-243.43797688609035,-3.022330227836741,3.022330227836741,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
6060,-234.478770333886,-2.998557700559097,2.998557700559097,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
8066,-242.0695866871841,-2.9899995681693152,2.9899995681693152,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
10072,-251.45050121293772,-2.9824956112999383,2.9824956112999383,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
12079,-247.49780455376182,-2.9597384942206406,2.9597384942206406,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
14085,-248.3528044280756,-2.9750419522416895,2.9750419522416895,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
16091,-251.21843465749907,-2.979280014921966,2.979280014921966,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
18097,-246.24042965080542,-2.967952411123837,2.967952411123837,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
20104,-244.16235126081358,-2.960795933979866,2.960795933979866,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
22110,-245.78901531829698,-2.9563678472654513,2.9563678472654513,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
24116,-249.96051068289682,-2.923761827378617,2.923761827378617,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
26122,-244.6974616423772,-2.917538567259265,2.917538567259265,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
28128,-241.35400146448723,-2.9064265302897963,2.9064265302897963,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
30135,-241.58145644478694,-2.8926306172739076,2.8926306172739076,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
32141,-234.333668707843,-2.8889902836400574,2.8889902836400574,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
34147,-239.53805270501923,-2.9098133304510556,2.9098133304510556,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
36153,-245.36153210066362,-2.9138539345765784,2.9138539345765784,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
38160,-246.93129543517188,-2.9031450971734802,2.9031450971734802,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
40166,-245.83260343641885,-2.906388336022979,2.906388336022979,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
42172,-243.91650749873858,-2.9178242310774807,2.9178242310774807,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
44178,-244.05471393988907,-2.9220170607132196,2.9220170607132196,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
46184,-242.12444205840043,-2.9160008108959214,2.9160008108959214,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
48191,-245.9314706841935,-2.9031566768110326,2.9031566768110326,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
50197,-240.0857944444611,-2.905604318250437,2.905604318250437,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
52203,-240.3610645087798,-2.9042587917761287,2.9042587917761287,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
54209,-236.80359201073148,-2.9076476763436587,2.9076476763436587,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
56216,-236.39342829116532,-2.9076303818418103,2.9076303818418103,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
58222,-235.73916795234567,-2.9110853182505503,2.9110853182505503,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
60228,-234.9104522684792,-2.899137788537802,2.899137788537802,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
62234,-234.63175835732994,-2.9052000778964486,2.9052000778964486,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
64240,-233.89704393822626,-2.900173995599108,2.900173995599108,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
66247,-231.50653827242763,-2.911344495147013,2.911344495147013,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
68253,-232.6735999300996,-2.8976159502386,2.8976159502386,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
70259,-232.32151654208903,-2.9049596842868572,2.9049596842868572,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
72265,-234.0619265868332,-2.8987868919546194,2.8987868919546194,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
74272,-231.82753505418916,-2.887003874687327,2.887003874687327,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
76278,-235.00175125947948,-2.8781531450889095,2.8781531450889095,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
78284,-232.06819854553032,-2.8717072295340813,2.8717072295340813,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
80290,-233.77325722528582,-2.8709691424864614,2.8709691424864614,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
82296,-237.84777959153107,-2.8706035072124876,2.8706035072124876,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
84303,-237.97544833381298,-2.863578272893111,2.863578272893111,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
86309,-239.4942860369389,-2.860717466145011,2.860717466145011,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
88315,-238.12921661614965,-2.8689690895632265,2.8689690895632265,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
90321,-239.40461626266108,-2.8725381561729897,2.8725381561729897,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
92328,-239.98544823826163,-2.8688246523608347,2.8688246523608347,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
94334,-241.9522359338094,-2.8636411475291914,2.8636411475291914,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
96340,-241.52034292008278,-2.859112624030429,2.859112624030429,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
98346,-242.2054075954287,-2.855548528336111,2.855548528336111,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
100353,-239.38594671852837,-2.8469657208770305,2.8469657208770305,FP3O,Blind,True,seed_4,FP3O_Blind_Coupled_Safety_True,40
2048,-241.07281186450848,-3.0101754742317395,3.0101754742317395,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
4054,-238.4779106718531,-2.996535898693258,2.996535898693258,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
6060,-241.47047705945258,-2.9839972318150996,2.9839972318150996,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
8066,-234.7466426449645,-2.980083392796009,2.980083392796009,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
10072,-241.6525731209572,-2.964545939816979,2.964545939816979,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
12079,-248.22582115948887,-2.943148971856148,2.943148971856148,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
14085,-246.23417728356114,-2.924342745194188,2.924342745194188,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
16091,-241.1386274360981,-2.908643076242062,2.908643076242062,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
18097,-234.39057582927413,-2.8944785203848022,2.8944785203848022,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
20104,-237.87155107031035,-2.891089695115206,2.891089695115206,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
22110,-234.38107210680093,-2.8785496847424348,2.8785496847424348,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
24116,-236.11179729829837,-2.8753390371223637,2.8753390371223637,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
26122,-238.03813578700212,-2.8615454878127955,2.8615454878127955,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
28128,-235.43411620770965,-2.850753053452133,2.850753053452133,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
30135,-234.2637020985753,-2.815620618035267,2.815620618035267,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
32141,-241.84579098916524,-2.81937877107379,2.81937877107379,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
34147,-236.40003703547256,-2.8151429866599313,2.8151429866599313,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
36153,-232.43028114378615,-2.8182690990736923,2.8182690990736923,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
38160,-236.59800495555393,-2.77604251521683,2.77604251521683,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
40166,-236.25026544438117,-2.7950029454570715,2.7950029454570715,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
42172,-235.63113790893885,-2.7860417907888717,2.7860417907888717,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
44178,-235.9522654331815,-2.7912209336093414,2.7912209336093414,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
46184,-238.96434700917575,-2.772246355411432,2.772246355411432,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
48191,-241.73688716069918,-2.7727224481082424,2.7727224481082424,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
50197,-241.7856224048949,-2.755582539249671,2.755582539249671,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
52203,-237.955960373662,-2.744853059707345,2.744853059707345,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
54209,-236.90605950756805,-2.7600917042867534,2.7600917042867534,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
56216,-238.87988748585607,-2.7523002331174675,2.7523002331174675,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
58222,-236.9846429836228,-2.7490504072715973,2.7490504072715973,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
60228,-246.08614601099086,-2.751771183249375,2.751771183249375,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
62234,-241.72586387436573,-2.750215868401018,2.750215868401018,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
64240,-246.31389525776055,-2.745424196729159,2.745424196729159,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
66247,-246.08930640467574,-2.7427391907987393,2.7427391907987393,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
68253,-247.8269723881951,-2.756614552775318,2.756614552775318,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
70259,-249.5216350911491,-2.748082636308879,2.748082636308879,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
72265,-244.70470411146923,-2.7424596934169783,2.7424596934169783,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
74272,-244.80051080711863,-2.7435287967577175,2.7435287967577175,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
76278,-242.9553318155118,-2.744181584661458,2.744181584661458,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
78284,-242.3606253841012,-2.74460074550986,2.74460074550986,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
80290,-240.77901909831758,-2.7406806182144914,2.7406806182144914,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
82296,-240.35821384933095,-2.7259172295337444,2.7259172295337444,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
84303,-242.53741023677588,-2.729632379748309,2.729632379748309,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
86309,-240.09324912432862,-2.716729892807431,2.716729892807431,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
88315,-240.71764654660157,-2.713427696248798,2.713427696248798,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
90321,-242.6536088211849,-2.7053994713661993,2.7053994713661993,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
92328,-242.3279091111577,-2.7017538362633373,2.7017538362633373,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
94334,-239.75177437532224,-2.6999032248514316,2.6999032248514316,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
96340,-238.812751749605,-2.6977334451475503,2.6977334451475503,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
98346,-239.23918192563633,-2.6952965526573363,2.6952965526573363,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
100353,-239.3089911769291,-2.6899424777836725,2.6899424777836725,MAPPO,Type-Conditioned,True,seed_0,MAPPO_Coupled_Safety_True,41
2048,-235.99816333631713,-3.0291115678198235,3.0291115678198235,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
4054,-231.43789790434678,-3.0128273348079624,3.0128273348079624,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
6060,-238.63375246981317,-3.00820853051879,3.00820853051879,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
8066,-236.31678273675868,-2.9819116387186835,2.9819116387186835,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
10072,-234.0109648537316,-2.972648620017285,2.972648620017285,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
12079,-236.50933427786532,-2.944004062670053,2.944004062670053,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
14085,-231.3430052911888,-2.9279829713038628,2.9279829713038628,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
16091,-233.69319440829358,-2.925254986390265,2.925254986390265,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
18097,-234.43619644975902,-2.896903726066896,2.896903726066896,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
20104,-236.28037787410818,-2.897735464203704,2.897735464203704,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
22110,-236.99406642112254,-2.891621241956816,2.891621241956816,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
24116,-242.05545347277857,-2.892609699003568,2.892609699003568,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
26122,-247.45930118388938,-2.888458754240266,2.888458754240266,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
28128,-239.83975003197858,-2.8979253558792157,2.8979253558792157,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
30135,-243.2103620161246,-2.890197791843962,2.890197791843962,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
32141,-246.43585921794562,-2.8761257908321314,2.8761257908321314,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
34147,-253.34815027500463,-2.8697164958684556,2.8697164958684556,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
36153,-253.1968577847282,-2.8682818214668773,2.8682818214668773,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
38160,-255.52049823621974,-2.860655803259096,2.860655803259096,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
40166,-246.6838369851458,-2.853294042947481,2.853294042947481,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
42172,-241.87436128893927,-2.838141751943197,2.838141751943197,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
44178,-243.93058475610465,-2.824982273397486,2.824982273397486,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
46184,-235.54262638128228,-2.8053290037457344,2.8053290037457344,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
48191,-233.1670021097461,-2.82079154870798,2.82079154870798,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
50197,-235.5908994695613,-2.802781567454321,2.802781567454321,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
52203,-244.48394098944286,-2.7924752769187156,2.7924752769187156,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
54209,-236.42317467534517,-2.78299233378211,2.78299233378211,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
56216,-241.39914609262485,-2.789909420204297,2.789909420204297,MAPPO,Type-Conditioned,True,seed_1,MAPPO_Coupled_Safety_True,41
