step,rollout/ep_rew_mean,train/entropy_loss,entropy,algorithm,condition,safety,seed,experiment,run_id
86309,-237.24029568133363,-2.7037915120761555,2.7037915120761555,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
88315,-239.92254952746873,-2.697633910698219,2.697633910698219,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
90321,-241.3213940064327,-2.6852754528463874,2.6852754528463874,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
92328,-238.40264212158337,-2.6884362866969713,2.6884362866969713,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
94334,-238.48681628819838,-2.697483445807287,2.697483445807287,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
96340,-235.46840576766232,-2.7029679257097206,2.7029679257097206,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
98346,-236.27385912010726,-2.7009459554396846,2.7009459554396846,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
100353,-236.53936830263942,-2.7010950415613246,2.7010950415613246,MAPPO,Type-Conditioned,True,seed_4,MAPPO_Coupled_Safety_True,41
2048,-238.97741270897956,-3.0458624320456757,3.0458624320456757,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
4054,-235.76310505781635,-3.0105881194860324,3.0105881194860324,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
6060,-231.12392346166703,-2.9854565586864243,2.9854565586864243,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
8066,-233.3067271881241,-2.9830723963699297,2.9830723963699297,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
10072,-235.5269620604747,-2.951241030241029,2.951241030241029,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
12079,-240.24301886705985,-2.9196951949296754,2.9196951949296754,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
14085,-243.80260099115932,-2.8948025428506905,2.8948025428506905,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
16091,-244.0987096816017,-2.8653003249067837,2.8653003249067837,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
18097,-241.8368476250602,-2.8521768382437562,2.8521768382437562,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
20104,-237.76062822325875,-2.858510381604692,2.858510381604692,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
22110,-241.51756718690575,-2.8456909928361283,2.8456909928361283,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
24116,-235.25596290088762,-2.82582396555115,2.82582396555115,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
26122,-237.2832789403477,-2.8067261252273474,2.8067261252273474,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
28128,-237.9255343877188,-2.7733276519981245,2.7733276519981245,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
30135,-241.24889362162784,-2.7727886180990002,2.7727886180990002,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
32141,-250.28532880362926,-2.7595336882716643,2.7595336882716643,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
34147,-245.0107594703654,-2.7456718757244123,2.7456718757244123,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
36153,-241.33685216870006,-2.7714026462768038,2.7714026462768038,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
38160,-242.11377369328116,-2.7592152237563,2.7592152237563,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
40166,-241.46745085762893,-2.7358317120538738,2.7358317120538738,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
42172,-239.35936304843455,-2.718283686140659,2.718283686140659,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
44178,-244.87659784609048,-2.7191736969126765,2.7191736969126765,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
46184,-245.6990598222473,-2.7078304055591755,2.7078304055591755,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
48191,-241.89974935361224,-2.6809963344259775,2.6809963344259775,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
50197,-245.58123923637325,-2.681247447704052,2.681247447704052,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
52203,-243.48237800115106,-2.664610003520316,2.664610003520316,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
54209,-246.97711898412533,-2.6744164783544773,2.6744164783544773,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
56216,-244.0769016980225,-2.674103630685591,2.674103630685591,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
58222,-243.27169993275382,-2.658583736344359,2.658583736344359,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
60228,-247.22758873967885,-2.6603403759113577,2.6603403759113577,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
62234,-242.32603534768037,-2.6500680284004017,2.6500680284004017,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
64240,-243.7515569390726,-2.6473226133043877,2.6473226133043877,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
66247,-245.01742781437736,-2.6409905182680293,2.6409905182680293,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
68253,-243.29561485860177,-2.623947223760691,2.623947223760691,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
70259,-239.52236145470417,-2.6105781924946303,2.6105781924946303,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
72265,-241.9108745819223,-2.611496723110761,2.611496723110761,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
74272,-241.15512660797498,-2.6013662686842145,2.6013662686842145,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
76278,-239.71711150325862,-2.5917977550282387,2.5917977550282387,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
78284,-238.04134831307002,-2.5795379130052765,2.5795379130052765,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
80290,-237.85934686789335,-2.577848452584949,2.577848452584949,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
82296,-238.79913382716893,-2.5857607811570222,2.5857607811570222,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
84303,-240.33497875422307,-2.5730254522986535,2.5730254522986535,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
86309,-239.8272158880245,-2.5681754423417047,2.5681754423417047,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
88315,-241.29155869276696,-2.570527157441119,2.570527157441119,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
90321,-244.92724352673184,-2.564378800870227,2.564378800870227,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
92328,-242.7074980650978,-2.5609536860381996,2.5609536860381996,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
94334,-240.53093714935682,-2.551873064788603,2.551873064788603,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
96340,-242.1198286131893,-2.549170373412038,2.549170373412038,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
98346,-241.3526244156466,-2.5445547170034315,2.5445547170034315,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
100353,-238.7328675138452,-2.5400484368243514,2.5400484368243514,MAPPO,Blind,True,seed_0,MAPPO_Blind_Coupled_Safety_True,42
2048,-235.19006174894676,-3.0202594514891037,3.0202594514891037,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
4054,-234.20726997716872,-3.0100577107979123,3.0100577107979123,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
6060,-234.0129132354238,-3.0061566461631073,3.0061566461631073,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
8066,-236.2919876548885,-2.991443659683116,2.991443659683116,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
10072,-235.08619283866014,-2.9682564978670576,2.9682564978670576,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
12079,-236.87257582727804,-2.959086114717421,2.959086114717421,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
14085,-236.3131733433928,-2.966076065391603,2.966076065391603,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
16091,-230.99275908177975,-2.9437872722572784,2.9437872722572784,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
18097,-236.4792467533161,-2.9122442093091654,2.9122442093091654,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
20104,-231.9874106445466,-2.9106222096044445,2.9106222096044445,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
22110,-227.67975476461154,-2.8923220442747746,2.8923220442747746,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
24116,-230.04397621661911,-2.8496273474255527,2.8496273474255527,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
26122,-239.91823678354515,-2.8492893920838354,2.8492893920838354,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
28128,-241.84091861584568,-2.8309956036910964,2.8309956036910964,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
30135,-235.97961652542276,-2.819637245828797,2.819637245828797,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
32141,-236.33591593104367,-2.813924055294399,2.813924055294399,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
34147,-240.27912653605264,-2.8064025622405415,2.8064025622405415,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
36153,-241.56187101725547,-2.8050040582149016,2.8050040582149016,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
38160,-237.65054052374498,-2.7898975472162397,2.7898975472162397,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
40166,-235.57861029740283,-2.7867145434306684,2.7867145434306684,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
42172,-236.68905258664847,-2.7746655608208517,2.7746655608208517,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
44178,-237.99137376569666,-2.7743470798606102,2.7743470798606102,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
46184,-239.07916125265993,-2.771949189069909,2.771949189069909,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
48191,-241.67434394612263,-2.7530081690464754,2.7530081690464754,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
50197,-235.3735945253479,-2.7567956316543865,2.7567956316543865,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
52203,-236.59679192669697,-2.74306368527933,2.74306368527933,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
54209,-232.69948080314938,-2.743882216088543,2.743882216088543,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
56216,-228.69478231062348,-2.7396460725224667,2.7396460725224667,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
58222,-227.13408284019954,-2.7490990149531327,2.7490990149531327,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
60228,-230.1163974707766,-2.737506758570404,2.737506758570404,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
62234,-230.0644006239249,-2.7259701560076506,2.7259701560076506,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
64240,-231.21731091083194,-2.7185128589835887,2.7185128589835887,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
66247,-234.4837077122056,-2.709272023295121,2.709272023295121,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
68253,-233.7737444100874,-2.709970371824455,2.709970371824455,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
70259,-237.02015298284914,-2.6908572247307054,2.6908572247307054,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
72265,-233.67518382896054,-2.678873877655419,2.678873877655419,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
74272,-235.00715606319406,-2.6684884276404914,2.6684884276404914,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
76278,-234.4860283193569,-2.673863919190393,2.673863919190393,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
78284,-233.8976320656464,-2.682889812534468,2.682889812534468,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
80290,-234.57033865847788,-2.6778740345252516,2.6778740345252516,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
82296,-233.39321123102837,-2.672916603697217,2.672916603697217,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
84303,-234.49824464963763,-2.669830955825713,2.669830955825713,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
86309,-232.95258266182378,-2.672742353272032,2.672742353272032,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
88315,-235.43118476222392,-2.663819335589123,2.663819335589123,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
90321,-234.9493797480651,-2.6618602820586443,2.6618602820586443,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
92328,-232.21784693008198,-2.6627401303306106,2.6627401303306106,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
94334,-233.92389082207706,-2.6606660967415454,2.6606660967415454,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
96340,-234.63456238912943,-2.6571325788560345,2.6571325788560345,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
98346,-234.10389103731018,-2.655054829093921,2.655054829093921,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
100353,-234.19614554506546,-2.6476869092605586,2.6476869092605586,MAPPO,Blind,True,seed_1,MAPPO_Blind_Coupled_Safety_True,42
2048,-250.10531128393086,-2.9922942841108076,2.9922942841108076,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
4054,-243.23815426208284,-2.934135974356835,2.934135974356835,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
6060,-232.21426226009135,-2.9062050704958784,2.9062050704958784,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
8066,-231.00574383787287,-2.8819690776141216,2.8819690776141216,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
10072,-223.2216373646212,-2.829173747189981,2.829173747189981,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
12079,-212.48056744417042,-2.8139474625104723,2.8139474625104723,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
14085,-204.45477592555446,-2.7793299169114545,2.7793299169114545,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
16091,-195.19041456644914,-2.754880227288801,2.754880227288801,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
18097,-191.25678925670724,-2.750083206268522,2.750083206268522,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
20104,-190.21830547783375,-2.733932927169844,2.733932927169844,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
22110,-196.4822517600008,-2.7025207139600864,2.7025207139600864,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
24116,-193.0303848535837,-2.6651388250947465,2.6651388250947465,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
26122,-191.49472292959058,-2.614983662664328,2.614983662664328,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
28128,-173.60808841569428,-2.587165369901711,2.587165369901711,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
30135,-168.75523729721147,-2.567217950638372,2.567217950638372,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
32141,-161.43080970010308,-2.5387733928465575,2.5387733928465575,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
34147,-151.489630249678,-2.522402749175461,2.522402749175461,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
36153,-143.7953757398103,-2.5088198413955034,2.5088198413955034,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
38160,-128.00492705161227,-2.4918737750283917,2.4918737750283917,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
40166,-123.72142958592465,-2.470821488475822,2.470821488475822,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
42172,-114.61363732728628,-2.4600823749262264,2.4600823749262264,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
44178,-109.39599168639576,-2.4521499938893734,2.4521499938893734,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
46184,-105.72539886187698,-2.427498470161591,2.427498470161591,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
48191,-97.94728854875675,-2.4309363959512003,2.4309363959512003,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
50197,-87.63756254341506,-2.4168603334977443,2.4168603334977443,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
52203,-79.38780678031682,-2.404558391020194,2.404558391020194,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
54209,-72.35398176373607,-2.3993766213205956,2.3993766213205956,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
56216,-68.11139715480836,-2.3889632215102004,2.3889632215102004,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
58222,-58.47408623745175,-2.3854430559116326,2.3854430559116326,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
60228,-54.91217529472964,-2.3749481145007847,2.3749481145007847,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
62234,-42.92666695980689,-2.3567312095587076,2.3567312095587076,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
64240,-34.95465149833497,-2.3485487052374796,2.3485487052374796,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
66247,-33.07165683907948,-2.3277340032239793,2.3277340032239793,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
68253,-27.02702008924242,-2.3193767143685124,2.3193767143685124,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
70259,-23.022420193503375,-2.3100828098615556,2.3100828098615556,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
72265,-15.981211999557235,-2.2998537023739885,2.2998537023739885,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
74272,-6.9859164267898235,-2.2908385528083413,2.2908385528083413,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
76278,-8.759912432397867,-2.2699294946606234,2.2699294946606234,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
78284,-4.181913075687309,-2.260935294151458,2.260935294151458,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
80290,-1.000874550987665,-2.2568053015940683,2.2568053015940683,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
82296,3.828921022113304,-2.252872722205165,2.252872722205165,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
84303,6.678828675787969,-2.2418527871787877,2.2418527871787877,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
86309,6.9831783870297475,-2.244640526111225,2.244640526111225,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
88315,8.419831240979478,-2.2349380282935147,2.2349380282935147,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
90321,8.90260403569475,-2.23493880147695,2.23493880147695,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
92328,12.701189891849157,-2.231349131295656,2.231349131295656,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
94334,13.940167191586813,-2.2234968795090624,2.2234968795090624,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
96340,17.174575874881878,-2.2238930283353944,2.2238930283353944,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
98346,17.102696746087563,-2.2150078412682705,2.2150078412682705,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
100353,16.712513499084515,-2.210377729506177,2.210377729506177,MAPPO,Blind,True,seed_2,MAPPO_Blind_Coupled_Safety_True,42
2048,-230.52799846878452,-2.9914368577189725,2.9914368577189725,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
4054,-231.4627203237425,-2.9377527132024213,2.9377527132024213,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
6060,-228.54651968462844,-2.9065067626067917,2.9065067626067917,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
8066,-225.63435635443003,-2.8980377234075565,2.8980377234075565,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
10072,-224.6437592423404,-2.8941550740997326,2.8941550740997326,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
12079,-217.80196158460757,-2.865981860032228,2.865981860032228,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
14085,-211.3922503588623,-2.8367148283861185,2.8367148283861185,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
16091,-218.60395045982415,-2.7781009713090308,2.7781009713090308,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
18097,-207.12618926287385,-2.7412190859680328,2.7412190859680328,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
20104,-211.9117568921003,-2.7035981444201336,2.7035981444201336,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
22110,-200.45715102837636,-2.6707658342345035,2.6707658342345035,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
24116,-189.20170911009095,-2.645735264792502,2.645735264792502,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
26122,-189.51353384955732,-2.6180646867357407,2.6180646867357407,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
28128,-184.56841660900398,-2.5736046661247785,2.5736046661247785,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
30135,-182.02435648034614,-2.566181051878368,2.566181051878368,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
32141,-173.68975401889622,-2.5360627807509872,2.5360627807509872,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
34147,-165.36665486715535,-2.5236137948452813,2.5236137948452813,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
36153,-151.5464718350941,-2.5321202444561264,2.5321202444561264,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
38160,-135.97647024172477,-2.5034603218575855,2.5034603218575855,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
40166,-121.0907025620933,-2.4591884786561264,2.4591884786561264,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
42172,-115.81662295534817,-2.4443581646627845,2.4443581646627845,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
44178,-108.06294807731653,-2.445000625247899,2.445000625247899,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
46184,-106.213540914306,-2.452940508934825,2.452940508934825,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
48191,-99.17882086530463,-2.4248962705019963,2.4248962705019963,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
50197,-84.57248297687603,-2.417127361765676,2.417127361765676,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
52203,-68.78513038279785,-2.3994044369925236,2.3994044369925236,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
54209,-66.02865273288265,-2.386456182220087,2.386456182220087,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
56216,-59.986825901309274,-2.4003555281445363,2.4003555281445363,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
58222,-51.8300572926389,-2.37184144124261,2.37184144124261,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
60228,-43.15317682596209,-2.3625017010043687,2.3625017010043687,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
62234,-39.21391923003671,-2.35520157517837,2.35520157517837,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
64240,-30.903178736019765,-2.353078927949462,2.353078927949462,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
66247,-26.628809501671636,-2.341638468521001,2.341638468521001,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
68253,-21.044527956471416,-2.3325033322641584,2.3325033322641584,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
70259,-14.272001287463725,-2.3180964411315976,2.3180964411315976,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
72265,-10.121428770055685,-2.309979152835556,2.309979152835556,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
74272,-7.713278677116121,-2.2975497505160405,2.2975497505160405,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
76278,-4.4550256018354455,-2.2929795187996,2.2929795187996,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
78284,-1.4803808728774783,-2.281310230749453,2.281310230749453,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
80290,0.43826676396384173,-2.275497803964972,2.275497803964972,MAPPO,Blind,True,seed_3,MAPPO_Blind_Coupled_Safety_True,42
