step,rollout/ep_rew_mean,train/entropy_loss,rollout/ep_len_mean,algorithm,safety,seed,experiment
1888256,-0.1961800903081894,-2.451097249984741,8.039999961853027,FP3O,True,seed_0,FP3O_Safety_True
1892352,-0.34337565302848816,-2.46982741355896,12.640000343322754,FP3O,True,seed_0,FP3O_Safety_True
1896448,-0.3547261953353882,-2.437788248062134,13.819999694824219,FP3O,True,seed_0,FP3O_Safety_True
1900544,-0.3427537679672241,-2.426419973373413,13.270000457763672,FP3O,True,seed_0,FP3O_Safety_True
1904640,-0.3686688244342804,-2.435352325439453,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
1908736,-0.36371520161628723,-2.4307518005371094,14.239999771118164,FP3O,True,seed_0,FP3O_Safety_True
1912832,-0.33341097831726074,-2.4251327514648438,13.0600004196167,FP3O,True,seed_0,FP3O_Safety_True
1916928,-0.1663675159215927,-2.4183900356292725,6.900000095367432,FP3O,True,seed_0,FP3O_Safety_True
1921024,-0.2114866077899933,-2.450861930847168,8.729999542236328,FP3O,True,seed_0,FP3O_Safety_True
1925120,-0.3457837998867035,-2.484917640686035,13.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
1929216,-0.3035081923007965,-2.4450159072875977,12.239999771118164,FP3O,True,seed_0,FP3O_Safety_True
1933312,-0.3354116678237915,-2.443129301071167,13.520000457763672,FP3O,True,seed_0,FP3O_Safety_True
1937408,-0.4054979085922241,-2.4318978786468506,15.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
1941504,-0.35367295145988464,-2.423999547958374,14.0,FP3O,True,seed_0,FP3O_Safety_True
1945600,-0.31399139761924744,-2.4325718879699707,12.199999809265137,FP3O,True,seed_0,FP3O_Safety_True
1949696,-0.3093394339084625,-2.438530206680298,12.079999923706055,FP3O,True,seed_0,FP3O_Safety_True
1953792,-0.29772791266441345,-2.436218738555908,12.460000038146973,FP3O,True,seed_0,FP3O_Safety_True
1957888,-0.3255079984664917,-2.4475951194763184,12.920000076293945,FP3O,True,seed_0,FP3O_Safety_True
1961984,-0.29029327630996704,-2.4375624656677246,11.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
1966080,-0.33739468455314636,-2.4547946453094482,13.25,FP3O,True,seed_0,FP3O_Safety_True
1970176,-0.4012501537799835,-2.4666154384613037,16.0,FP3O,True,seed_0,FP3O_Safety_True
1974272,-0.3103904724121094,-2.455217123031616,11.800000190734863,FP3O,True,seed_0,FP3O_Safety_True
1978368,-0.30530717968940735,-2.4679007530212402,12.920000076293945,FP3O,True,seed_0,FP3O_Safety_True
1982464,-0.3221246004104614,-2.466066598892212,13.239999771118164,FP3O,True,seed_0,FP3O_Safety_True
1986560,-0.3624402582645416,-2.467670440673828,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
1990656,-0.34547755122184753,-2.4696075916290283,14.399999618530273,FP3O,True,seed_0,FP3O_Safety_True
1994752,-0.2612593472003937,-2.4693892002105713,10.5,FP3O,True,seed_0,FP3O_Safety_True
1998848,-0.3657754957675934,-2.4873690605163574,14.390000343322754,FP3O,True,seed_0,FP3O_Safety_True
2002944,-0.4027862548828125,-2.450840711593628,16.0,FP3O,True,seed_0,FP3O_Safety_True
4096,-0.10161424428224564,,4.389999866485596,FP3O,True,seed_0,FP3O_Safety_True
8192,-0.2406826615333557,-3.0219690799713135,9.75,FP3O,True,seed_0,FP3O_Safety_True
12288,-0.31483811140060425,-2.984657049179077,11.399999618530273,FP3O,True,seed_0,FP3O_Safety_True
16384,-0.3201122581958771,-2.9475257396698,11.800000190734863,FP3O,True,seed_0,FP3O_Safety_True
20480,-0.14519046247005463,-2.972111701965332,6.099999904632568,FP3O,True,seed_0,FP3O_Safety_True
24576,-0.13780227303504944,-2.962834596633911,5.980000019073486,FP3O,True,seed_0,FP3O_Safety_True
28672,-0.29096096754074097,-2.979362726211548,10.399999618530273,FP3O,True,seed_0,FP3O_Safety_True
32768,-0.3739975094795227,-2.939700126647949,13.399999618530273,FP3O,True,seed_0,FP3O_Safety_True
36864,-0.2767135202884674,-2.9592838287353516,10.109999656677246,FP3O,True,seed_0,FP3O_Safety_True
40960,-0.27184391021728516,-2.9671125411987305,10.0,FP3O,True,seed_0,FP3O_Safety_True
45056,-0.09098416566848755,-2.9545552730560303,4.739999771118164,FP3O,True,seed_0,FP3O_Safety_True
49152,-0.28392258286476135,-2.8167285919189453,10.039999961853027,FP3O,True,seed_0,FP3O_Safety_True
53248,-0.16468612849712372,-2.951704740524292,7.260000228881836,FP3O,True,seed_0,FP3O_Safety_True
57344,-0.28049927949905396,-2.864488124847412,10.420000076293945,FP3O,True,seed_0,FP3O_Safety_True
61440,-0.0357619933784008,-2.950711727142334,2.2100000381469727,FP3O,True,seed_0,FP3O_Safety_True
65536,-0.10057002305984497,-2.8902597427368164,4.269999980926514,FP3O,True,seed_0,FP3O_Safety_True
69632,-0.17528964579105377,-2.9475903511047363,6.960000038146973,FP3O,True,seed_0,FP3O_Safety_True
73728,-0.3112945258617401,-2.8565804958343506,11.15999984741211,FP3O,True,seed_0,FP3O_Safety_True
77824,-0.059410449117422104,-2.9112942218780518,2.9100000858306885,FP3O,True,seed_0,FP3O_Safety_True
81920,-0.2447919100522995,-2.8554458618164062,9.229999542236328,FP3O,True,seed_0,FP3O_Safety_True
86016,-0.09833067655563354,-2.8910439014434814,5.070000171661377,FP3O,True,seed_0,FP3O_Safety_True
90112,-0.06360004842281342,-2.835747003555298,3.25,FP3O,True,seed_0,FP3O_Safety_True
94208,-0.018271198496222496,-2.9050118923187256,1.600000023841858,FP3O,True,seed_0,FP3O_Safety_True
98304,-0.19069653749465942,-2.7839713096618652,7.389999866485596,FP3O,True,seed_0,FP3O_Safety_True
102400,-0.1203143298625946,-2.8867552280426025,5.170000076293945,FP3O,True,seed_0,FP3O_Safety_True
106496,-0.09132125973701477,-2.910435914993286,4.610000133514404,FP3O,True,seed_0,FP3O_Safety_True
110592,-0.11554934829473495,-2.882769823074341,5.659999847412109,FP3O,True,seed_0,FP3O_Safety_True
114688,-0.06244673207402229,-2.797107219696045,3.0999999046325684,FP3O,True,seed_0,FP3O_Safety_True
118784,-0.09087006747722626,-2.9245717525482178,4.480000019073486,FP3O,True,seed_0,FP3O_Safety_True
122880,-0.055553141981363297,-2.8462061882019043,3.059999942779541,FP3O,True,seed_0,FP3O_Safety_True
126976,-0.14583712816238403,-2.8001556396484375,6.010000228881836,FP3O,True,seed_0,FP3O_Safety_True
131072,-0.04040629044175148,-2.9163453578948975,2.9800000190734863,FP3O,True,seed_0,FP3O_Safety_True
135168,-0.1425478607416153,-2.845838785171509,5.769999980926514,FP3O,True,seed_0,FP3O_Safety_True
139264,-0.03945831209421158,-2.876376152038574,2.2699999809265137,FP3O,True,seed_0,FP3O_Safety_True
143360,-0.06683818995952606,-2.8119890689849854,3.180000066757202,FP3O,True,seed_0,FP3O_Safety_True
147456,-0.06874427944421768,-2.8641319274902344,3.440000057220459,FP3O,True,seed_0,FP3O_Safety_True
151552,-0.14331744611263275,-2.8585119247436523,6.090000152587891,FP3O,True,seed_0,FP3O_Safety_True
155648,-0.0955539345741272,-2.823410987854004,5.28000020980835,FP3O,True,seed_0,FP3O_Safety_True
159744,-0.1340736746788025,-2.853111743927002,5.739999771118164,FP3O,True,seed_0,FP3O_Safety_True
163840,-0.08590574562549591,-2.8036601543426514,4.170000076293945,FP3O,True,seed_0,FP3O_Safety_True
167936,-0.0973975881934166,-2.8783111572265625,4.699999809265137,FP3O,True,seed_0,FP3O_Safety_True
172032,-0.1773238331079483,-2.800145149230957,7.53000020980835,FP3O,True,seed_0,FP3O_Safety_True
176128,-0.10716953873634338,-2.835819959640503,4.679999828338623,FP3O,True,seed_0,FP3O_Safety_True
180224,-0.06563778221607208,-2.8885514736175537,3.4000000953674316,FP3O,True,seed_0,FP3O_Safety_True
184320,-0.029438620433211327,-2.8416216373443604,1.9800000190734863,FP3O,True,seed_0,FP3O_Safety_True
188416,-0.08998898416757584,-2.7890734672546387,4.820000171661377,FP3O,True,seed_0,FP3O_Safety_True
192512,-0.099210225045681,-2.7961392402648926,5.550000190734863,FP3O,True,seed_0,FP3O_Safety_True
196608,-0.07668055593967438,-2.6673340797424316,4.199999809265137,FP3O,True,seed_0,FP3O_Safety_True
200704,-0.036428652703762054,-2.606476068496704,2.380000114440918,FP3O,True,seed_0,FP3O_Safety_True
204800,-0.033018555492162704,-2.6799988746643066,2.440000057220459,FP3O,True,seed_0,FP3O_Safety_True
208896,-0.07754248380661011,-2.7016103267669678,4.869999885559082,FP3O,True,seed_0,FP3O_Safety_True
212992,-0.07180164754390717,-2.620677947998047,4.579999923706055,FP3O,True,seed_0,FP3O_Safety_True
217088,-0.06797827035188675,-2.495009660720825,4.059999942779541,FP3O,True,seed_0,FP3O_Safety_True
221184,-0.0660107359290123,-2.5555520057678223,4.03000020980835,FP3O,True,seed_0,FP3O_Safety_True
225280,-0.019424691796302795,-2.579941511154175,2.309999942779541,FP3O,True,seed_0,FP3O_Safety_True
229376,-0.033259134739637375,-2.726851224899292,2.200000047683716,FP3O,True,seed_0,FP3O_Safety_True
233472,-0.053456924855709076,-2.416231632232666,3.1700000762939453,FP3O,True,seed_0,FP3O_Safety_True
237568,-0.016551943495869637,-2.7079646587371826,1.9600000381469727,FP3O,True,seed_0,FP3O_Safety_True
241664,-0.012332422658801079,-2.515122890472412,1.7100000381469727,FP3O,True,seed_0,FP3O_Safety_True
245760,-0.01600741222500801,-2.6534717082977295,1.899999976158142,FP3O,True,seed_0,FP3O_Safety_True
249856,-0.052503686398267746,-2.6281988620758057,3.319999933242798,FP3O,True,seed_0,FP3O_Safety_True
253952,-0.06086921691894531,-2.7059829235076904,3.930000066757202,FP3O,True,seed_0,FP3O_Safety_True
258048,-0.026318468153476715,-2.630359411239624,1.9199999570846558,FP3O,True,seed_0,FP3O_Safety_True
262144,-0.05958913639187813,-2.6386609077453613,3.200000047683716,FP3O,True,seed_0,FP3O_Safety_True
266240,-0.04901282489299774,-2.653252363204956,2.940000057220459,FP3O,True,seed_0,FP3O_Safety_True
270336,-0.03659827634692192,-2.648725986480713,2.7699999809265137,FP3O,True,seed_0,FP3O_Safety_True
274432,-0.06340979784727097,-2.5226094722747803,3.5899999141693115,FP3O,True,seed_0,FP3O_Safety_True
278528,-0.03386697173118591,-2.54888653755188,2.299999952316284,FP3O,True,seed_0,FP3O_Safety_True
282624,-0.01078297570347786,-2.694993019104004,1.559999942779541,FP3O,True,seed_0,FP3O_Safety_True
286720,-0.03505757451057434,-2.4736709594726562,2.5,FP3O,True,seed_0,FP3O_Safety_True
290816,-0.061027493327856064,-2.6267662048339844,3.0,FP3O,True,seed_0,FP3O_Safety_True
294912,-0.054418448358774185,-2.6731042861938477,3.5799999237060547,FP3O,True,seed_0,FP3O_Safety_True
299008,-0.02491818368434906,-2.6264255046844482,1.9500000476837158,FP3O,True,seed_0,FP3O_Safety_True
303104,-0.011061172932386398,-2.6438632011413574,1.4800000190734863,FP3O,True,seed_0,FP3O_Safety_True
307200,-0.06830140948295593,-2.7515616416931152,4.019999980926514,FP3O,True,seed_0,FP3O_Safety_True
311296,-0.09673366695642471,-2.590085983276367,4.539999961853027,FP3O,True,seed_0,FP3O_Safety_True
315392,-0.07254686206579208,-2.659905433654785,3.6600000858306885,FP3O,True,seed_0,FP3O_Safety_True
319488,-0.10611765086650848,-2.546727418899536,5.570000171661377,FP3O,True,seed_0,FP3O_Safety_True
323584,-0.0903400108218193,-2.4468870162963867,4.570000171661377,FP3O,True,seed_0,FP3O_Safety_True
327680,-0.015292655676603317,-2.5861408710479736,1.7200000286102295,FP3O,True,seed_0,FP3O_Safety_True
331776,-0.017571590840816498,-2.7568507194519043,1.9600000381469727,FP3O,True,seed_0,FP3O_Safety_True
335872,-0.044464245438575745,-2.4518556594848633,3.2799999713897705,FP3O,True,seed_0,FP3O_Safety_True
339968,-0.04328078404068947,-2.506495714187622,3.069999933242798,FP3O,True,seed_0,FP3O_Safety_True
344064,-0.06909818202257156,-2.504239559173584,4.050000190734863,FP3O,True,seed_0,FP3O_Safety_True
348160,-0.052297692745923996,-2.409302234649658,3.869999885559082,FP3O,True,seed_0,FP3O_Safety_True
352256,-0.02092873305082321,-2.345745086669922,1.9600000381469727,FP3O,True,seed_0,FP3O_Safety_True
356352,-0.07634613662958145,-2.344379425048828,4.699999809265137,FP3O,True,seed_0,FP3O_Safety_True
360448,-0.06574995070695877,-2.389863967895508,4.360000133514404,FP3O,True,seed_0,FP3O_Safety_True
364544,-0.024108145385980606,-2.194883346557617,2.1600000858306885,FP3O,True,seed_0,FP3O_Safety_True
368640,-0.05688905715942383,-2.4321210384368896,3.880000114440918,FP3O,True,seed_0,FP3O_Safety_True
372736,-0.11856528371572495,-2.4302783012390137,7.070000171661377,FP3O,True,seed_0,FP3O_Safety_True
376832,-0.09371337294578552,-2.2927744388580322,5.050000190734863,FP3O,True,seed_0,FP3O_Safety_True
380928,-0.05175020173192024,-2.391187906265259,3.2699999809265137,FP3O,True,seed_0,FP3O_Safety_True
385024,-0.06789586693048477,-2.5074870586395264,4.369999885559082,FP3O,True,seed_0,FP3O_Safety_True
389120,-0.0661417692899704,-2.5934884548187256,4.360000133514404,FP3O,True,seed_0,FP3O_Safety_True
393216,-0.05257945880293846,-2.492258310317993,3.25,FP3O,True,seed_0,FP3O_Safety_True
397312,-0.06540969759225845,-2.467918872833252,3.490000009536743,FP3O,True,seed_0,FP3O_Safety_True
401408,-0.09203407168388367,-2.5743706226348877,5.380000114440918,FP3O,True,seed_0,FP3O_Safety_True
405504,-0.017628837376832962,-2.373080253601074,1.5399999618530273,FP3O,True,seed_0,FP3O_Safety_True
409600,-0.11911565810441971,-2.4579501152038574,5.789999961853027,FP3O,True,seed_0,FP3O_Safety_True
413696,-0.029131369665265083,-2.4875755310058594,2.130000114440918,FP3O,True,seed_0,FP3O_Safety_True
417792,-0.038483068346977234,-2.5347588062286377,2.890000104904175,FP3O,True,seed_0,FP3O_Safety_True
421888,-0.11271089315414429,-2.604646682739258,4.739999771118164,FP3O,True,seed_0,FP3O_Safety_True
425984,-0.027607511729002,-2.6787827014923096,1.9700000286102295,FP3O,True,seed_0,FP3O_Safety_True
430080,-0.10109470039606094,-2.6528804302215576,4.429999828338623,FP3O,True,seed_0,FP3O_Safety_True
434176,-0.08485143631696701,-2.708787441253662,3.680000066757202,FP3O,True,seed_0,FP3O_Safety_True
438272,-0.056134577840566635,-2.688676357269287,3.0999999046325684,FP3O,True,seed_0,FP3O_Safety_True
442368,-0.10112235695123672,-2.6256449222564697,4.039999961853027,FP3O,True,seed_0,FP3O_Safety_True
446464,-0.07311767339706421,-2.6502482891082764,3.4100000858306885,FP3O,True,seed_0,FP3O_Safety_True
450560,-0.13638955354690552,-2.5655407905578613,5.659999847412109,FP3O,True,seed_0,FP3O_Safety_True
454656,-0.17155571281909943,-2.59036922454834,6.480000019073486,FP3O,True,seed_0,FP3O_Safety_True
458752,-0.2177569568157196,-2.642803907394409,7.820000171661377,FP3O,True,seed_0,FP3O_Safety_True
462848,-0.35364359617233276,-2.670668363571167,11.899999618530273,FP3O,True,seed_0,FP3O_Safety_True
466944,-0.34050437808036804,-2.651387929916382,11.5,FP3O,True,seed_0,FP3O_Safety_True
471040,-0.40349438786506653,-2.595351457595825,13.600000381469727,FP3O,True,seed_0,FP3O_Safety_True
475136,-0.34135329723358154,-2.5867414474487305,12.199999809265137,FP3O,True,seed_0,FP3O_Safety_True
479232,-0.26485922932624817,-2.5730044841766357,9.609999656677246,FP3O,True,seed_0,FP3O_Safety_True
483328,-0.4403400123119354,-2.572071075439453,15.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
487424,-0.4421880841255188,-2.55024790763855,15.720000267028809,FP3O,True,seed_0,FP3O_Safety_True
491520,-0.418569415807724,-2.527575731277466,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
495616,-0.3985201120376587,-2.513636350631714,13.800000190734863,FP3O,True,seed_0,FP3O_Safety_True
499712,-0.3598537743091583,-2.472019910812378,12.109999656677246,FP3O,True,seed_0,FP3O_Safety_True
503808,-0.37800711393356323,-2.4344377517700195,13.800000190734863,FP3O,True,seed_0,FP3O_Safety_True
507904,-0.41476330161094666,-2.447736978530884,15.119999885559082,FP3O,True,seed_0,FP3O_Safety_True
512000,-0.41061335802078247,-2.4623565673828125,16.0,FP3O,True,seed_0,FP3O_Safety_True
516096,-0.40369337797164917,-2.4464054107666016,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
520192,-0.3954733610153198,-2.4145851135253906,15.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
524288,-0.3991343379020691,-2.4142849445343018,14.84000015258789,FP3O,True,seed_0,FP3O_Safety_True
528384,-0.41767391562461853,-2.416059970855713,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
532480,-0.4280984401702881,-2.4090993404388428,16.0,FP3O,True,seed_0,FP3O_Safety_True
536576,-0.3925340175628662,-2.363544225692749,13.65999984741211,FP3O,True,seed_0,FP3O_Safety_True
540672,-0.34966737031936646,-2.382260322570801,13.079999923706055,FP3O,True,seed_0,FP3O_Safety_True
544768,-0.4190278649330139,-2.380403518676758,15.279999732971191,FP3O,True,seed_0,FP3O_Safety_True
548864,-0.4457472562789917,-2.339028835296631,16.0,FP3O,True,seed_0,FP3O_Safety_True
552960,-0.3985321521759033,-2.310922145843506,14.40999984741211,FP3O,True,seed_0,FP3O_Safety_True
557056,-0.3817838728427887,-2.297274351119995,14.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
561152,-0.38422614336013794,-2.3119091987609863,15.119999885559082,FP3O,True,seed_0,FP3O_Safety_True
565248,-0.38785916566848755,-2.2837443351745605,15.119999885559082,FP3O,True,seed_0,FP3O_Safety_True
569344,-0.40333762764930725,-2.291365146636963,15.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
573440,-0.3807479441165924,-2.2957069873809814,15.119999885559082,FP3O,True,seed_0,FP3O_Safety_True
577536,-0.4080897867679596,-2.2863962650299072,16.0,FP3O,True,seed_0,FP3O_Safety_True
581632,-0.37907108664512634,-2.258638858795166,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
585728,-0.37329167127609253,-2.2608253955841064,14.680000305175781,FP3O,True,seed_0,FP3O_Safety_True
589824,-0.34941917657852173,-2.239063262939453,14.399999618530273,FP3O,True,seed_0,FP3O_Safety_True
593920,-0.41688764095306396,-2.254490375518799,16.0,FP3O,True,seed_0,FP3O_Safety_True
598016,-0.39162948727607727,-2.2463290691375732,15.5600004196167,FP3O,True,seed_0,FP3O_Safety_True
602112,-0.39496910572052,-2.2149295806884766,16.0,FP3O,True,seed_0,FP3O_Safety_True
606208,-0.3900609612464905,-2.1951749324798584,16.0,FP3O,True,seed_0,FP3O_Safety_True
610304,-0.36180225014686584,-2.1670374870300293,16.0,FP3O,True,seed_0,FP3O_Safety_True
614400,-0.3471074402332306,-2.161975383758545,16.0,FP3O,True,seed_0,FP3O_Safety_True
618496,-0.344735324382782,-2.152783155441284,16.0,FP3O,True,seed_0,FP3O_Safety_True
622592,-0.3574719727039337,-2.1222503185272217,16.0,FP3O,True,seed_0,FP3O_Safety_True
626688,-0.33111336827278137,-2.1298179626464844,16.0,FP3O,True,seed_0,FP3O_Safety_True
630784,-0.3252403736114502,-2.1246254444122314,16.0,FP3O,True,seed_0,FP3O_Safety_True
634880,-0.32538479566574097,-2.1470866203308105,16.0,FP3O,True,seed_0,FP3O_Safety_True
638976,-0.3207978308200836,-2.131213665008545,16.0,FP3O,True,seed_0,FP3O_Safety_True
643072,-0.28750845789909363,-2.089226007461548,16.0,FP3O,True,seed_0,FP3O_Safety_True
647168,-0.2924727201461792,-2.109447479248047,16.0,FP3O,True,seed_0,FP3O_Safety_True
651264,-0.308769553899765,-2.083651065826416,16.0,FP3O,True,seed_0,FP3O_Safety_True
655360,-0.2977437973022461,-2.0621163845062256,16.0,FP3O,True,seed_0,FP3O_Safety_True
659456,-0.30222418904304504,-2.0718722343444824,16.0,FP3O,True,seed_0,FP3O_Safety_True
663552,-0.26981982588768005,-2.049215316772461,16.0,FP3O,True,seed_0,FP3O_Safety_True
667648,-0.28398019075393677,-2.073533058166504,16.0,FP3O,True,seed_0,FP3O_Safety_True
671744,-0.2642373740673065,-2.025651216506958,16.0,FP3O,True,seed_0,FP3O_Safety_True
675840,-0.2458101511001587,-2.031691074371338,16.0,FP3O,True,seed_0,FP3O_Safety_True
679936,-0.26114392280578613,-2.061065673828125,16.0,FP3O,True,seed_0,FP3O_Safety_True
684032,-0.23853197693824768,-2.0111989974975586,16.0,FP3O,True,seed_0,FP3O_Safety_True
688128,-0.23868565261363983,-1.9812349081039429,16.0,FP3O,True,seed_0,FP3O_Safety_True
692224,-0.2352599948644638,-1.9356067180633545,16.0,FP3O,True,seed_0,FP3O_Safety_True
696320,-0.2252098023891449,-1.940526008605957,16.0,FP3O,True,seed_0,FP3O_Safety_True
700416,-0.20282188057899475,-1.9254714250564575,16.0,FP3O,True,seed_0,FP3O_Safety_True
704512,-0.19861003756523132,-1.9299955368041992,16.0,FP3O,True,seed_0,FP3O_Safety_True
708608,-0.20278815925121307,-1.894361972808838,16.0,FP3O,True,seed_0,FP3O_Safety_True
712704,-0.21209053695201874,-1.8861980438232422,16.0,FP3O,True,seed_0,FP3O_Safety_True
716800,-0.20630155503749847,-1.8803123235702515,16.0,FP3O,True,seed_0,FP3O_Safety_True
720896,-0.2012830227613449,-1.8697203397750854,16.0,FP3O,True,seed_0,FP3O_Safety_True
724992,-0.18829147517681122,-1.8696621656417847,16.0,FP3O,True,seed_0,FP3O_Safety_True
729088,-0.18807804584503174,-1.8506133556365967,16.0,FP3O,True,seed_0,FP3O_Safety_True
733184,-0.1919984221458435,-1.846571922302246,16.0,FP3O,True,seed_0,FP3O_Safety_True
737280,-0.19729332625865936,-1.8236351013183594,16.0,FP3O,True,seed_0,FP3O_Safety_True
741376,-0.1980944573879242,-1.811425805091858,16.0,FP3O,True,seed_0,FP3O_Safety_True
745472,-0.20277543365955353,-1.8697601556777954,16.0,FP3O,True,seed_0,FP3O_Safety_True
749568,-0.2177654504776001,-1.906565546989441,16.0,FP3O,True,seed_0,FP3O_Safety_True
753664,-0.2237488031387329,-1.8841716051101685,16.0,FP3O,True,seed_0,FP3O_Safety_True
757760,-0.21524293720722198,-1.855592966079712,16.0,FP3O,True,seed_0,FP3O_Safety_True
761856,-0.2044927477836609,-1.9141559600830078,16.0,FP3O,True,seed_0,FP3O_Safety_True
765952,-0.2176658809185028,-1.9101269245147705,16.0,FP3O,True,seed_0,FP3O_Safety_True
770048,-0.21615591645240784,-1.8678990602493286,16.0,FP3O,True,seed_0,FP3O_Safety_True
774144,-0.22651469707489014,-1.8968122005462646,16.0,FP3O,True,seed_0,FP3O_Safety_True
778240,-0.22305065393447876,-1.9343622922897339,16.0,FP3O,True,seed_0,FP3O_Safety_True
782336,-0.21811683475971222,-1.8980355262756348,16.0,FP3O,True,seed_0,FP3O_Safety_True
786432,-0.26745525002479553,-1.936188817024231,16.0,FP3O,True,seed_0,FP3O_Safety_True
790528,-0.23403802514076233,-1.9323149919509888,16.0,FP3O,True,seed_0,FP3O_Safety_True
794624,-0.26855000853538513,-1.8356938362121582,16.0,FP3O,True,seed_0,FP3O_Safety_True
798720,-0.2743692696094513,-1.7994195222854614,16.0,FP3O,True,seed_0,FP3O_Safety_True
802816,-0.28246280550956726,-1.8254685401916504,16.0,FP3O,True,seed_0,FP3O_Safety_True
806912,-0.30263465642929077,-1.820516586303711,16.0,FP3O,True,seed_0,FP3O_Safety_True
811008,-0.2850207984447479,-1.8155328035354614,16.0,FP3O,True,seed_0,FP3O_Safety_True
815104,-0.2864818274974823,-1.78609299659729,16.0,FP3O,True,seed_0,FP3O_Safety_True
819200,-0.3037911653518677,-1.7932690382003784,16.0,FP3O,True,seed_0,FP3O_Safety_True
823296,-0.2928856909275055,-1.7747219800949097,16.0,FP3O,True,seed_0,FP3O_Safety_True
827392,-0.29690417647361755,-1.7870080471038818,16.0,FP3O,True,seed_0,FP3O_Safety_True
831488,-0.310263067483902,-1.7913274765014648,16.0,FP3O,True,seed_0,FP3O_Safety_True
835584,-0.2891962230205536,-1.8387596607208252,16.0,FP3O,True,seed_0,FP3O_Safety_True
839680,-0.3007568418979645,-1.8822156190872192,16.0,FP3O,True,seed_0,FP3O_Safety_True
843776,-0.2788146734237671,-1.8464224338531494,16.0,FP3O,True,seed_0,FP3O_Safety_True
847872,-0.3171810209751129,-1.8823072910308838,16.0,FP3O,True,seed_0,FP3O_Safety_True
851968,-0.2956005334854126,-1.8940415382385254,16.0,FP3O,True,seed_0,FP3O_Safety_True
856064,-0.28961020708084106,-1.889214277267456,16.0,FP3O,True,seed_0,FP3O_Safety_True
860160,-0.2921358644962311,-1.910149097442627,16.0,FP3O,True,seed_0,FP3O_Safety_True
864256,-0.28932687640190125,-1.927377462387085,16.0,FP3O,True,seed_0,FP3O_Safety_True
868352,-0.2882671356201172,-1.9290817975997925,16.0,FP3O,True,seed_0,FP3O_Safety_True
872448,-0.28987306356430054,-1.9527994394302368,16.0,FP3O,True,seed_0,FP3O_Safety_True
876544,-0.2765098810195923,-1.9207247495651245,16.0,FP3O,True,seed_0,FP3O_Safety_True
880640,-0.30492645502090454,-1.9368122816085815,16.0,FP3O,True,seed_0,FP3O_Safety_True
884736,-0.3068866431713104,-1.949008822441101,16.0,FP3O,True,seed_0,FP3O_Safety_True
888832,-0.27173665165901184,-1.9607361555099487,16.0,FP3O,True,seed_0,FP3O_Safety_True
892928,-0.27042484283447266,-1.9674738645553589,16.0,FP3O,True,seed_0,FP3O_Safety_True
897024,-0.2707030475139618,-1.9719829559326172,16.0,FP3O,True,seed_0,FP3O_Safety_True
901120,-0.26863187551498413,-1.9798141717910767,16.0,FP3O,True,seed_0,FP3O_Safety_True
905216,-0.2941116392612457,-1.955204725265503,16.0,FP3O,True,seed_0,FP3O_Safety_True
909312,-0.2714746594429016,-1.9235306978225708,16.0,FP3O,True,seed_0,FP3O_Safety_True
913408,-0.2780841588973999,-1.9420771598815918,16.0,FP3O,True,seed_0,FP3O_Safety_True
917504,-0.253073126077652,-1.9065226316452026,16.0,FP3O,True,seed_0,FP3O_Safety_True
921600,-0.247076153755188,-1.937476634979248,16.0,FP3O,True,seed_0,FP3O_Safety_True
925696,-0.25090736150741577,-1.9187278747558594,16.0,FP3O,True,seed_0,FP3O_Safety_True
929792,-0.2557523250579834,-1.9304125308990479,16.0,FP3O,True,seed_0,FP3O_Safety_True
933888,-0.25026530027389526,-1.944840908050537,16.0,FP3O,True,seed_0,FP3O_Safety_True
937984,-0.2515984773635864,-1.9112647771835327,16.0,FP3O,True,seed_0,FP3O_Safety_True
942080,-0.2426646649837494,-1.8542358875274658,16.0,FP3O,True,seed_0,FP3O_Safety_True
946176,-0.24733106791973114,-1.8696702718734741,16.0,FP3O,True,seed_0,FP3O_Safety_True
950272,-0.24421070516109467,-1.8638877868652344,16.0,FP3O,True,seed_0,FP3O_Safety_True
954368,-0.2314509153366089,-1.8618372678756714,16.0,FP3O,True,seed_0,FP3O_Safety_True
958464,-0.23402546346187592,-1.8655601739883423,16.0,FP3O,True,seed_0,FP3O_Safety_True
962560,-0.22872915863990784,-1.8371315002441406,16.0,FP3O,True,seed_0,FP3O_Safety_True
966656,-0.2312464714050293,-1.8483811616897583,16.0,FP3O,True,seed_0,FP3O_Safety_True
970752,-0.2193806767463684,-1.8456432819366455,16.0,FP3O,True,seed_0,FP3O_Safety_True
974848,-0.21478137373924255,-1.871110439300537,16.0,FP3O,True,seed_0,FP3O_Safety_True
